Present_Transcription	Past_Transcription	Count	Present_Orthography	Past_Orthography	Regular_or_Irregular
tʃ.eɪ.s.ʌ.n	tʃ.eɪ.s.ʌ.n.d	25	chasten	chastened	reg
s.ɚ.k.ʌ.m.s.k.ɹ.aɪ.b	s.ɚ.k.ʌ.m.s.k.ɹ.aɪ.b.d	25	circumscribe	circumscribed	reg
k.oʊ.s.t	k.oʊ.s.t.ɪ.d	25	coast	coasted	reg
k.ʌ.l.ɛ.k.t.ɪ.v.aɪ.z	k.ʌ.l.ɛ.k.t.ɪ.v.aɪ.z.d	25	collectivize	collectivized	reg
k.ɑ.n.s.k.ɹ.ɪ.p.t	k.ʌ.n.s.k.ɹ.ɪ.p.t.ɪ.d	25	conscript	conscripted	reg
d.ɪ.l.ɪ.n.i.eɪ.t	d.ɪ.l.ɪ.n.i.eɪ.t.ɪ.d	25	delineate	delineated	reg
d.ɪ.ɹ.aɪ.d	d.ɪ.ɹ.aɪ.d.ɪ.d	25	deride	derided	reg
d.ɹ.ɔ.l	d.ɹ.ɔ.l.d	25	drawl	drawled	reg
ɪ.m.eɪ.ʃ.i.eɪ.t	ɪ.m.eɪ.ʃ.i.eɪ.t.ɪ.d	25	emaciate	emaciated	reg
ɪ.m.b.ɔ.s	ɪ.m.b.ɔ.s.t	25	emboss	embossed	reg
ɪ.n.s.k.ɑ.n.s	ɪ.n.s.k.ɑ.n.s.t	25	ensconce	ensconced	reg
f.ɹ.i.k	f.ɹ.i.k.t	25	freak	freaked	reg
ɪ.n.t.ɚ.n.ʌ.l.aɪ.z	ɪ.n.t.ɚ.n.ʌ.l.aɪ.z.d	25	internalize	internalized	reg
l.ɑ.b	l.ɑ.b.d	25	lob	lobbed	reg
m.ɪ.s.t.ɹ.ʌ.s.t	m.ɪ.s.t.ɹ.ʌ.s.t.ɪ.d	25	mistrust	mistrusted	reg
n.æ.v.ʌ.g.eɪ.t	n.æ.v.ʌ.g.eɪ.t.ɪ.d	25	navigate	navigated	reg
oʊ.v.ɚ.s.t.eɪ.t	oʊ.v.ɚ.s.t.eɪ.t.ɪ.d	25	overstate	overstated	reg
p.eɪ.p.ɚ	p.eɪ.p.ɚ.d	25	paper	papered	reg
p.ɛ.d.ʌ.l	p.ɛ.d.ʌ.l.d	25	peddle	peddled	reg
k.w.eɪ.v.ɚ	k.w.eɪ.v.ɚ.d	25	quaver	quavered	reg
ɹ.i.p.ɹ.ɪ.n.t	ɹ.i.p.ɹ.ɪ.n.t.ɪ.d	25	reprint	reprinted	reg
ɹ.u.f	ɹ.u.f.t	25	roof	roofed	reg
s.k.ɹ.aʊ.n.dʒ	s.k.ɹ.aʊ.n.dʒ.d	25	scrounge	scrounged	reg
s.i.d	s.i.d.ʌ.d	25	seed	seeded	reg
ʃ.ɛ.p.ɚ.d	ʃ.ɛ.p.ɚ.d.ɪ.d	25	shepherd	shepherded	reg
s.n.aɪ.p	s.n.aɪ.p.t	25	snipe	sniped	reg
ʌ.n.d.ɚ.ɹ.aɪ.t	ʌ.n.d.ɚ.ɹ.oʊ.t	25	underwrite	underwrote	irreg
d.ɪ.s.k.l.eɪ.m	d.ɪ.s.k.l.eɪ.m.d	24	disclaim	disclaimed	reg
d.ɪ.tʃ	d.ɪ.tʃ.t	24	ditch	ditched	reg
d.ɑ.k.t.ɚ	d.ɑ.k.t.ɚ.d	24	doctor	doctored	reg
d.ɹ.ɛ.dʒ	d.ɹ.ɛ.dʒ.d	24	dredge	dredged	reg
ɪ.n.u.m.ɚ.eɪ.t	ɪ.n.u.m.ɚ.eɪ.t.ɪ.d	24	enumerate	enumerated	reg
f.æ.b.ɹ.ʌ.k.eɪ.t	f.æ.b.ɹ.ɪ.k.eɪ.t.ʌ.d	24	fabricate	fabricated	reg
f.l.aʊ.t	f.l.aʊ.t.ɪ.d	24	flout	flouted	reg
f.ɚ.ð.ɚ	f.ɚ.ð.ɚ.d	24	further	furthered	reg
dʒ.ɚ.m.ʌ.n.eɪ.t	dʒ.ɚ.m.ʌ.n.eɪ.t.ɪ.d	24	germinate	germinated	reg
g.l.ɔ.s	g.l.ɔ.s.t	24	gloss	glossed	reg
h.ʌ.m.b.ʌ.l	h.ʌ.m.b.ʌ.l.d	24	humble	humbled	reg
ɪ.n.v.æ.l.ɪ.d.eɪ.t	ɪ.n.v.æ.l.ʌ.d.eɪ.t.ʌ.d	24	invalidate	invalidated	reg
m.æ.n.ɪ.k.j.ɚ	m.æ.n.ɪ.k.j.ɚ.d	24	manicure	manicured	reg
m.ɛ.ʃ	m.ɛ.ʃ.t	24	mesh	meshed	reg
m.ʌ.l	m.ʌ.l.d	24	mull	mulled	reg
oʊ.v.ɚ.l.eɪ	oʊ.v.ɚ.l.eɪ.d	24	overlay	overlaid	reg
p.aɪ.n	p.aɪ.n.d	24	pine	pined	reg
p.ɪ.v.ʌ.t	p.ɪ.v.ʌ.t.ʌ.d	24	pivot	pivoted	reg
ɹ.i.b.aʊ.n.d	ɹ.i.b.aʊ.n.d.ɪ.d	24	rebound	rebounded	reg
ɹ.i.l.æ.p.s	ɹ.i.l.æ.p.s.t	24	relapse	relapsed	reg
ɹ.aɪ.f.ʌ.l	ɹ.aɪ.f.ʌ.l.d	24	rifle	rifled	reg
ɹ.ɪ.v.ʌ.t	ɹ.ɪ.v.ʌ.t.ɪ.d	24	rivet	riveted	reg
s.p.eɪ	s.p.eɪ.d	24	spay	spayed	reg
s.t.ɪ.l	s.t.ɪ.l.d	24	still	stilled	reg
s.ɪ.ŋ.k.ɹ.ʌ.n.aɪ.z	s.ɪ.ŋ.k.ɹ.ʌ.n.aɪ.z.d	24	synchronize	synchronized	reg
t.ʌ.f.ʌ.n	t.ʌ.f.ʌ.n.d	24	toughen	toughened	reg
t.ɹ.æ.n.s.p.oʊ.z	t.ɹ.æ.n.s.p.oʊ.z.d	24	transpose	transposed	reg
ʌ.n.m.æ.s.k	ʌ.n.m.æ.s.k.t	24	unmask	unmasked	reg
w.ɪ.ɹ.i	w.ɪ.ɹ.i.d	24	weary	wearied	reg
ɹ.i.k	ɹ.i.k.t	24	wreak	wreaked	reg
æ.b.s.t.ɹ.æ.k.t	æ.b.s.t.ɹ.æ.k.t.ɪ.d	23	abstract	abstracted	reg
ʌ.k.ʌ.s.t.ʌ.m	ʌ.k.ʌ.s.t.ʌ.m.d	23	accustom	accustomed	reg
b.æ.n.d.i	b.æ.n.d.i.d	23	bandy	bandied	reg
b.ɪ.g.aɪ.l	b.ɪ.g.aɪ.l.d	23	beguile	beguiled	reg
b.ɪ.k.ɚ	b.ɪ.k.ɚ.d	23	bicker	bickered	reg
b.oʊ.t	b.oʊ.t.ɪ.d	23	boat	boated	reg
b.ɑ.tʃ	b.ɑ.tʃ.t	23	botch	botched	reg
k.l.ɑ.k	k.l.ɑ.k.t	23	clock	clocked	reg
k.oʊ.ɑ.p.t	k.oʊ.ɑ.p.t.ʌ.d	23	co-opt	co-opted	reg
k.ɑ.m.ʌ.n.d.ɪ.ɹ	k.ɑ.m.ʌ.n.d.ɪ.ɹ.d	23	commandeer	commandeered	reg
k.ɹ.oʊ.ʃ.eɪ	k.ɹ.oʊ.ʃ.eɪ.d	23	crochet	crocheted	reg
d.eɪ.n	d.eɪ.n.d	23	deign	deigned	reg
d.ɪ.m.oʊ.t	d.ɪ.m.oʊ.t.ɪ.d	23	demote	demoted	reg
d.ɛ.z.ʌ.k.ɹ.eɪ.t	d.ɛ.z.ʌ.k.ɹ.eɪ.t.ɪ.d	23	desecrate	desecrated	reg
d.ɪ.s.l.oʊ.k.eɪ.t	d.ɪ.s.l.oʊ.k.eɪ.t.ɪ.d	23	dislocate	dislocated	reg
d.ɪ.s.ɔ.ɹ.i.ɛ.n.t	d.ɪ.s.ɔ.ɹ.i.ɛ.n.t.ɪ.d	23	disorient	disoriented	reg
ɛ.n.θ.ɹ.ɔ.l	ɛ.n.θ.ɹ.ɔ.l.d	23	enthral	enthralled	reg
ɛ.n.v.ɪ.ʒ.ʌ.n	ɛ.n.v.ɪ.ʒ.ʌ.n.d	23	envision	envisioned	reg
ɪ.g.z.ɑ.n.ɚ.eɪ.t	ɪ.g.z.ɑ.n.ɚ.eɪ.t.ɪ.d	23	exonerate	exonerated	reg
f.ɔ.ɹ.ʃ.æ.d.oʊ	f.ɔ.ɹ.ʃ.æ.d.oʊ.d	23	foreshadow	foreshadowed	reg
ɪ.n.t.ɚ.m.ɪ.ŋ.g.ʌ.l	ɪ.n.t.ɚ.m.ɪ.ŋ.g.ʌ.l.d	23	intermingle	intermingled	reg
aʊ.t.f.l.æ.ŋ.k	aʊ.t.f.l.æ.ŋ.k.t	23	outflank	outflanked	reg
oʊ.v.ɚ.ɹ.eɪ.t	oʊ.v.ɚ.ɹ.eɪ.t.ɪ.d	23	overrate	overrated	reg
p.ɹ.i.ɑ.k.j.ʌ.p.aɪ	p.ɹ.i.ɑ.k.j.ʌ.p.aɪ.d	23	preoccupy	preoccupied	reg
p.ɹ.ɛ.ʃ.ɚ.aɪ.z	p.ɹ.ɛ.ʃ.ɚ.aɪ.z.d	23	pressurize	pressurized	reg
ɹ.ɪ.k.u.p	ɹ.ɪ.k.u.p.t	23	recoup	recouped	reg
ɹ.ɪ.m	ɹ.ɪ.m.d	23	rim	rimmed	reg
s.k.i.m	s.k.i.m.d	23	scheme	schemed	reg
s.k.u.l	s.k.u.l.d	23	school	schooled	reg
s.k.aɪ	s.k.i.d	23	sky	skied	reg
s.k.w.ɛ.l.tʃ	s.k.w.ɛ.l.tʃ.t	23	squelch	squelched	reg
s.t.æ.ʃ	s.t.æ.ʃ.t	23	stash	stashed	reg
t.oʊ.n	t.oʊ.n.d	23	tone	toned	reg
t.ɔ.ɹ.p.i.d.oʊ	t.ɔ.ɹ.p.i.d.oʊ.d	23	torpedo	torpedoed	reg
ʌ.n.d.ɚ.v.æ.l.j.u	ʌ.n.d.ɚ.v.æ.l.j.u.d	23	undervalue	undervalued	reg
ʌ.n.f.ɚ.l	ʌ.n.f.ɚ.l.d	23	unfurl	unfurled	reg
v.ɛ.s.t	v.ɛ.s.t.ɪ.d	23	vest	vested	reg
tʃ.ɑ.k	tʃ.ɔ.k.t	22	chalk	chalked	reg
k.ɹ.ɑ.n.ɪ.k.ʌ.l	k.ɹ.ɑ.n.ɪ.k.ʌ.l.d	22	chronicle	chronicled	reg
d.i.k.æ.p.ʌ.t.eɪ.t	d.i.k.æ.p.ʌ.t.eɪ.t.ɪ.d	22	decapitate	decapitated	reg
d.ɛ.s.ʌ.m.eɪ.t	d.ɛ.s.ʌ.m.eɪ.t.ɪ.d	22	decimate	decimated	reg
ɛ.s.t.ɹ.eɪ.n.dʒ	ɛ.s.t.ɹ.eɪ.n.dʒ.d	22	estrange	estranged	reg
ɪ.g.z.ɔ.l.t	ɪ.g.z.ɔ.l.t.ɪ.d	22	exalt	exalted	reg
g.ɑ.ɹ.b.ʌ.l	g.ɑ.ɹ.b.ʌ.l.d	22	garble	garbled	reg
ɪ.m.p.ɚ.s.ʌ.n.eɪ.t	ɪ.m.p.ɚ.s.ʌ.n.eɪ.t.ɪ.d	22	impersonate	impersonated	reg
ɪ.m.p.aʊ.n.d	ɪ.m.p.aʊ.n.d.ɪ.d	22	impound	impounded	reg
ɪ.n.f.ɹ.ɪ.n.dʒ	ɪ.n.f.ɹ.ɪ.n.dʒ.d	22	infringe	infringed	reg
m.ɔ.ɹ.t.ɪ.f.aɪ	m.ɔ.ɹ.t.ʌ.f.aɪ.d	22	mortify	mortified	reg
ɔ.s.t.ɹ.ʌ.s.aɪ.z	ɔ.s.t.ɹ.ʌ.s.aɪ.z.d	22	ostracize	ostracized	reg
k.w.ɔ.ʃ	k.w.ɔ.ʃ.t	22	quash	quashed	reg
ɹ.i.k.ɪ.n.d.ʌ.l	ɹ.i.k.ɪ.n.d.ʌ.l.d	22	rekindle	rekindled	reg
ɹ.i.p.ʌ.l.s	ɹ.i.p.ʌ.l.s.t	22	repulse	repulsed	reg
s.l.ɑ.g	s.l.ɑ.g.d	22	slog	slogged	reg
s.p.ɪ.ɹ.h.ɛ.d	s.p.ɪ.ɹ.h.ɛ.d.ɪ.d	22	spearhead	spearheaded	reg
s.p.ɹ.eɪ.n	s.p.ɹ.eɪ.n.d	22	sprain	sprained	reg
s.t.ɑ.k.p.aɪ.l	s.t.ɑ.k.p.aɪ.l.d	22	stockpile	stockpiled	reg
ʌ.t.ɛ.n.j.u.eɪ.t	ʌ.t.ɛ.n.j.u.eɪ.t.ɪ.d	21	attenuate	attenuated	reg
b.l.aɪ.n.d.f.oʊ.l.d	b.l.aɪ.n.d.f.oʊ.l.d.ɪ.d	21	blindfold	blindfolded	reg
b.ɹ.aɪ.d.ʌ.l	b.ɹ.aɪ.d.ʌ.l.d	21	bridle	bridled	reg
b.ɚ.n.ɪ.ʃ	b.ɚ.n.ɪ.ʃ.t	21	burnish	burnished	reg
b.ʌ.s	b.ʌ.s.t	21	bus	bused	reg
d.ɪ.p.oʊ.z	d.ɪ.p.oʊ.z.d	21	depose	deposed	reg
d.ɪ.s.ɛ.n.t	d.ɪ.s.ɛ.n.t.ɪ.d	21	dissent	dissented	reg
ɛ.m.b.ɑ.m	ɛ.m.b.ɑ.m.d	21	embalm	embalmed	reg
ɪ.k.s.t.ɹ.u.d	ɪ.k.s.t.ɹ.u.d.ʌ.d	21	extrude	extruded	reg
f.ɛ.ɹ.ʌ.t	f.ɛ.ɹ.ʌ.t.ʌ.d	21	ferret	ferreted	reg
f.aɪ.n.ʌ.l.aɪ.z	f.aɪ.n.ʌ.l.aɪ.z.d	21	finalize	finalized	reg
f.ɹ.ɛ.ʃ.ʌ.n	f.ɹ.ɛ.ʃ.ʌ.n.d	21	freshen	freshened	reg
aɪ.d.ʌ.l.aɪ.z	aɪ.d.ʌ.l.aɪ.z.d	21	idolize	idolized	reg
ɚ.k	ɚ.k.t	21	irk	irked	reg
m.ɔ.l.t	m.ɔ.l.t.ʌ.d	21	malt	malted	reg
m.ʌ.g	m.ʌ.g.d	21	mug	mugged	reg
n.æ.p	n.æ.p.t	21	nap	napped	reg
aʊ.t.ɹ.ʌ.n	aʊ.t.ɹ.æ.n	21	outrun	outran	irreg
p.æ.l.p.ʌ.t.eɪ.t	p.æ.l.p.ʌ.t.eɪ.t.ʌ.d	21	palpitate	palpitated	reg
p.æ.t.ʌ.n.t	p.æ.t.ʌ.n.t.ʌ.d	21	patent	patented	reg
p.i.k	p.i.k.t	21	peak	peaked	reg
p.ɚ.k.ʌ.l.eɪ.t	p.ɚ.k.ʌ.l.eɪ.t.ʌ.d	21	percolate	percolated	reg
p.ɹ.i.d.ɪ.s.p.oʊ.z	p.ɹ.i.d.ɪ.s.p.oʊ.z.d	21	predispose	predisposed	reg
p.ʌ.l.v.ɚ.aɪ.z	p.ʌ.l.v.ɚ.aɪ.z.d	21	pulverize	pulverized	reg
ɹ.ɪ.f.ɹ.ɪ.dʒ.ɚ.eɪ.t	ɹ.ɪ.f.ɹ.ɪ.dʒ.ɚ.eɪ.t.ɪ.d	21	refrigerate	refrigerated	reg
ɹ.ɛ.z.ʌ.n.eɪ.t	ɹ.ɛ.z.ʌ.n.eɪ.t.ɪ.d	21	resonate	resonated	reg
ɹ.aɪ.t	ɹ.aɪ.t.ɪ.d	21	right	righted	reg
s.k.ʌ.l.p.t	s.k.ʌ.l.p.t.ɪ.d	21	sculpt	sculpted	reg
ʃ.u	ʃ.u.d	21	shoo	shooed	reg
ʃ.ɔ.ɹ	ʃ.ɔ.ɹ.d	21	shore	shored	reg
s.p.æ.ŋ.g.ʌ.l	s.p.æ.ŋ.g.ʌ.l.d	21	spangle	spangled	reg
ʌ.p.s.t.eɪ.dʒ	ʌ.p.s.t.eɪ.dʒ.d	21	upstage	upstaged	reg
w.ɛ.t	w.ɛ.t.ɪ.d	21	whet	whetted	reg
ɹ.ɔ.ŋ	ɹ.ɔ.ŋ.d	21	wrong	wronged	reg
æ.n.t.æ.g.ʌ.n.aɪ.z	æ.n.t.æ.g.ʌ.n.aɪ.z.d	20	antagonize	antagonized	reg
b.ɹ.ɑ.n.z	b.ɹ.ɑ.n.z.d	20	bronze	bronzed	reg
k.l.ɔɪ.s.t.ɚ	k.l.ɔɪ.s.t.ɚ.d	20	cloister	cloistered	reg
k.ɑ.n.s.ʌ.m.ʌ.t	k.ɑ.n.s.ʌ.m.eɪ.t.ʌ.d	20	consummate	consummated	reg
d.i.k.ʌ.m.p.oʊ.z	d.i.k.ʌ.m.p.oʊ.z.d	20	decompose	decomposed	reg
d.ɪ.m.p.ʌ.l	d.ɪ.m.p.ʌ.l.d	20	dimple	dimpled	reg
d.ɪ.s.eɪ.b.ʌ.l	d.ɪ.s.eɪ.b.ʌ.l.d	20	disable	disabled	reg
d.ɪ.s.g.ɔ.ɹ.dʒ	d.ɪ.s.g.ɔ.ɹ.dʒ.d	20	disgorge	disgorged	reg
ɪ.l.u.s.ʌ.d.eɪ.t	ɪ.l.u.s.ʌ.d.eɪ.t.ʌ.d	20	elucidate	elucidated	reg
ɛ.m.b.oʊ.l.d.ʌ.n	ɛ.m.b.oʊ.l.d.ʌ.n.d	20	embolden	emboldened	reg
f.ɪ.k.s.eɪ.t	f.ɪ.k.s.eɪ.t.ɪ.d	20	fixate	fixated	reg
h.æ.n.d.k.ʌ.f	h.æ.n.d.k.ʌ.f.t	20	handcuff	handcuffed	reg
h.oʊ.m.ɑ.dʒ.ʌ.n.aɪ.z	h.oʊ.m.ɑ.dʒ.ʌ.n.aɪ.z.d	20	homogenize	homogenized	reg
ɪ.m.b.aɪ.b	ɪ.m.b.aɪ.b.d	20	imbibe	imbibed	reg
ɪ.n.t.ɚ.s.i.d	ɪ.n.t.ɚ.s.i.d.ɪ.d	20	intercede	interceded	reg
l.æ.k.ɚ	l.æ.k.ɚ.d	20	lacquer	lacquered	reg
m.ɪ.s.k.ʌ.n.s.i.v	m.ɪ.s.k.ʌ.n.s.i.v.d	20	misconceive	misconceived	reg
ʌ.f.ɪ.ʃ.i.eɪ.t	ʌ.f.ɪ.ʃ.i.eɪ.t.ʌ.d	20	officiate	officiated	reg
ɔ.ɹ.n.ʌ.m.ʌ.n.t	ɔ.ɹ.n.ʌ.m.ɛ.n.t.ɪ.d	20	ornament	ornamented	reg
ɔ.ɹ.f.ʌ.n	ɔ.ɹ.f.ʌ.n.d	20	orphan	orphaned	reg
p.ɛ.ɹ.i	p.ɛ.ɹ.i.d	20	parry	parried	reg
p.ɑ.ɹ.t.ɪ.ʃ.ʌ.n	p.ɑ.ɹ.t.ɪ.ʃ.ʌ.n.d	20	partition	partitioned	reg
p.l.eɪ.n	p.l.eɪ.n.d	20	plane	planed	reg
p.ɹ.i.ɚ.eɪ.n.dʒ	p.ɹ.i.ɚ.eɪ.n.dʒ.d	20	prearrange	prearranged	reg
p.ɚ.l.ɔɪ.n	p.ɚ.l.ɔɪ.n.d	20	purloin	purloined	reg
ɹ.æ.s.p	ɹ.æ.s.p.t	20	rasp	rasped	reg
ɹ.i.l.oʊ.d	ɹ.i.l.oʊ.d.ɪ.d	20	reload	reloaded	reg
ɹ.ɪ.s.ɪ.n.d	ɹ.ɪ.s.ɪ.n.d.ɪ.d	20	rescind	rescinded	reg
ɹ.i.s.ɛ.t.ʌ.l	ɹ.i.s.ɛ.t.ʌ.l.d	20	resettle	resettled	reg
ɹ.i.t.eɪ.l	ɹ.i.t.eɪ.l.d	20	retail	retailed	reg
ɹ.ʌ.t	ɹ.ʌ.t.ɪ.d	20	rut	rutted	reg
s.k.ʌ.l.p.tʃ.ɚ	s.k.ʌ.l.p.tʃ.ɚ.d	20	sculpture	sculptured	reg
ʃ.u	ʃ.ɑ.d	20	shoe	shod	reg
s.aɪ.d.t.ɹ.æ.k	s.aɪ.d.t.ɹ.æ.k.t	20	sidetrack	sidetracked	reg
s.p.ɑ.ɹ	s.p.ɑ.ɹ.d	20	spar	sparred	reg
s.t.ɹ.i.m.l.aɪ.n	s.t.ɹ.i.m.l.aɪ.n.d	20	streamline	streamlined	reg
t.ɑ.ɹ	t.ɑ.ɹ.d	20	tar	tarred	reg
t.w.i.k	t.w.i.k.t	20	tweak	tweaked	reg
ʌ.n.d.ɚ.s.k.ɔ.ɹ	ʌ.n.d.ɚ.s.k.ɔ.ɹ.d	20	underscore	underscored	reg
ɚ.b.ʌ.n.aɪ.z	ɚ.b.ʌ.n.aɪ.z.d	20	urbanize	urbanized	reg
v.æ.k.j.u.m	v.æ.k.j.u.m.d	20	vacuum	vacuumed	reg
æ.b.d.ʌ.k.t	æ.b.d.ʌ.k.t.ɪ.d	19	abduct	abducted	reg
k.oʊ.d.ʌ.f.aɪ	k.ɑ.d.ʌ.f.aɪ.d	19	codify	codified	reg
d.æ.m	d.æ.m.d	19	dam	dammed	reg
d.ɪ.g.n.ʌ.f.aɪ	d.ɪ.g.n.ʌ.f.aɪ.d	19	dignify	dignified	reg
d.oʊ.p	d.oʊ.p.t	19	dope	doped	reg
ɪ.n.θ.u.z	ɪ.n.θ.u.z.d	19	enthuse	enthused	reg
ɪ.v.ɪ.n.s	ɪ.v.ɪ.n.s.t	19	evince	evinced	reg
g.ɔ.ɹ	g.ɔ.ɹ.d	19	gore	gored	reg
g.ɹ.eɪ.s	g.ɹ.eɪ.s.t	19	grace	graced	reg
h.ɑ.ɹ.m.ʌ.n.aɪ.z	h.ɑ.ɹ.m.ʌ.n.aɪ.z.d	19	harmonize	harmonized	reg
ɪ.ŋ.k.ʌ.l.k.eɪ.t	ɪ.ŋ.k.ʌ.l.k.eɪ.t.ʌ.d	19	inculcate	inculcated	reg
m.ɪ.s.d.ɪ.ɹ.ɛ.k.t	m.ɪ.s.d.ɪ.ɹ.ɛ.k.t.ɪ.d	19	misdirect	misdirected	reg
aʊ.t	aʊ.t.ʌ.d	19	out	outed	reg
oʊ.v.ɚ.ɪ.k.s.p.oʊ.z	oʊ.v.ɚ.ɪ.k.s.p.oʊ.z.d	19	overexpose	overexposed	reg
oʊ.v.ɚ.ʃ.u.t	oʊ.v.ɚ.ʃ.ɑ.t	19	overshoot	overshot	irreg
p.eɪ.l	p.eɪ.l.d	19	pale	paled	reg
p.ʌ.l.ɪ.t.ɪ.s.aɪ.z	p.ʌ.l.ɪ.t.ɪ.s.aɪ.z.d	19	politicize	politicized	reg
ɹ.æ.m.p.eɪ.dʒ	ɹ.æ.m.p.eɪ.dʒ.d	19	rampage	rampaged	reg
ɹ.ɪ.b.ʌ.f	ɹ.ɪ.b.ʌ.f.t	19	rebuff	rebuffed	reg
ɹ.ɪ.k.u.p.ɚ.eɪ.t	ɹ.ɪ.k.u.p.ɚ.eɪ.t.ʌ.d	19	recuperate	recuperated	reg
ɹ.eɪ.n	ɹ.eɪ.n.d	19	rein	reined	reg
ɹ.i.v.aɪ.l	ɹ.i.v.aɪ.l.d	19	revile	reviled	reg
ɹ.aɪ.m	ɹ.aɪ.m.d	19	rhyme	rhymed	reg
s.æ.v.ʌ.dʒ	s.æ.v.ɪ.dʒ.d	19	savage	savaged	reg
ʃ.ʌ.t.ʌ.l	ʃ.ʌ.t.ʌ.l.d	19	shuttle	shuttled	reg
s.aɪ.d.s.t.ɛ.p	s.aɪ.d.s.t.ɛ.p.t	19	sidestep	sidestepped	reg
s.n.ɛ.ɹ	s.n.ɛ.ɹ.d	19	snare	snared	reg
s.ʌ.b.dʒ.ʌ.g.eɪ.t	s.ʌ.b.dʒ.ʌ.g.eɪ.t.ɪ.d	19	subjugate	subjugated	reg
t.ɛ.l.ʌ.g.ɹ.æ.f	t.ɛ.l.ʌ.g.ɹ.æ.f.t	19	telegraph	telegraphed	reg
ʌ.n.d.ɚ.s.t.eɪ.t	ʌ.n.d.ɚ.s.t.eɪ.t.ɪ.d	19	understate	understated	reg
ʌ.m.i.l.j.ɚ.eɪ.t	ʌ.m.i.l.i.ɚ.eɪ.t.ɪ.d	18	ameliorate	ameliorated	reg
æ.t.ɹ.ʌ.f.i	æ.t.ɹ.ʌ.f.i.d	18	atrophy	atrophied	reg
ɑ.d.ɪ.ʃ.ʌ.n	ɔ.d.ɪ.ʃ.ʌ.n.d	18	audition	auditioned	reg
b.ʌ.l.u.n	b.ʌ.l.u.n.d	18	balloon	ballooned	reg
b.ɪ.h.ɛ.d	b.ɪ.h.ɛ.d.ɪ.d	18	behead	beheaded	reg
b.l.ʌ.d	b.l.ʌ.d.ɪ.d	18	blood	blooded	reg
k.æ.p.s.aɪ.z	k.æ.p.s.aɪ.z.d	18	capsize	capsized	reg
k.ɚ.i.n	k.ɚ.i.n.d	18	careen	careened	reg
k.ɑ.d.ʌ.l	k.ɑ.d.ʌ.l.d	18	coddle	coddled	reg
k.ɹ.ɪ.m.p	k.ɹ.ɪ.m.p.t	18	crimp	crimped	reg
d.ɪ.f.eɪ.s	d.ɪ.f.eɪ.s.t	18	deface	defaced	reg
ɛ.n.k.ʌ.m.b.ɚ	ɛ.n.k.ʌ.m.b.ɚ.d	18	encumber	encumbered	reg
ɪ.n.oʊ.b.ʌ.l	ɪ.n.oʊ.b.ʌ.l.d	18	ennoble	ennobled	reg
ɪ.n.ʌ.n.s.i.eɪ.t	ɪ.n.ʌ.n.s.i.eɪ.t.ɪ.d	18	enunciate	enunciated	reg
f.ʌ.m.ɪ.l.j.ɚ.aɪ.z	f.ʌ.m.ɪ.l.j.ɚ.aɪ.z.d	18	familiarize	familiarized	reg
f.l.ʌ.f	f.l.ʌ.f.t	18	fluff	fluffed	reg
h.ʌ.l.u.s.ʌ.n.eɪ.t	h.ʌ.l.u.s.ʌ.n.eɪ.t.ɪ.d	18	hallucinate	hallucinated	reg
m.æ.n.h.æ.n.d.ʌ.l	m.æ.n.h.æ.n.d.ʌ.l.d	18	manhandle	manhandled	reg
ɑ.b.v.i.eɪ.t	ɑ.b.v.i.eɪ.t.ʌ.d	18	obviate	obviated	reg
aʊ.t.l.æ.s.t	aʊ.t.l.æ.s.t.ɪ.d	18	outlast	outlasted	reg
p.ɛ.ɹ.ʌ.d.i	p.ɛ.ɹ.ʌ.d.i.d	18	parody	parodied	reg
p.ɪ.l.ɪ.dʒ	p.ɪ.l.ɪ.dʒ.d	18	pillage	pillaged	reg
k.w.aɪ.ʌ.t	k.w.aɪ.ʌ.t.ʌ.d	18	quiet	quieted	reg
ɹ.æ.ŋ.k.ʌ.l	ɹ.æ.ŋ.k.ʌ.l.d	18	rankle	rankled	reg
ɹ.i.ʌ.dʒ.ʌ.s.t	ɹ.i.ʌ.dʒ.ʌ.s.t.ɪ.d	18	readjust	readjusted	reg
ɹ.i.tʃ.ɑ.ɹ.dʒ	ɹ.i.tʃ.ɑ.ɹ.dʒ.d	18	recharge	recharged	reg
ɹ.i.ɪ.m.b.ɚ.s	ɹ.i.ɪ.m.b.ɚ.s.t	18	reimburse	reimbursed	reg
ɹ.ɪ.dʒ	ɹ.ɪ.dʒ.d	18	ridge	ridged	reg
ɹ.oʊ.m.æ.n.t.ʌ.s.aɪ.z	ɹ.oʊ.m.æ.n.t.ʌ.s.aɪ.z.d	18	romanticize	romanticized	reg
s.k.aʊ.t	s.k.aʊ.t.ʌ.d	18	scout	scouted	reg
ʃ.ɚ.k	ʃ.ɚ.k.t	18	shirk	shirked	reg
s.ɪ.n.dʒ	s.ɪ.n.dʒ.d	18	singe	singed	reg
s.p.ʌ.t.ɚ	s.p.ʌ.t.ɚ.d	18	sputter	sputtered	reg
s.t.æ.m.p.i.d	s.t.æ.m.p.i.d.ʌ.d	18	stampede	stampeded	reg
t.æ.l.i	t.æ.l.i.d	18	tally	tallied	reg
t.ɪ.t.ʌ.l.eɪ.t	t.ɪ.t.ʌ.l.eɪ.t.ɪ.d	18	titillate	titillated	reg
