Present_Transcription	Past_Transcription
ɹ.ɪ.dʒ.u.v.ʌ.n.eɪ.t	ɹ.ɪ.dʒ.u.v.ʌ.n.eɪ.t.ɪ.d
ɹ.ɑ.k.ʌ.t	ɹ.ɑ.k.ʌ.t.ɪ.d
ɹ.ʌ.p.tʃ.ɚ	ɹ.ʌ.p.tʃ.ɚ.d
s.p.aɪ.k	s.p.aɪ.k.t
s.t.i.p	s.t.i.p.t
s.t.ɹ.æ.g.ʌ.l	s.t.ɹ.æ.g.ʌ.l.d
s.w.ɪ.ʃ	s.w.ɪ.ʃ.t
w.ɚ.d	w.ɚ.d.ɪ.d
ʌ.k.ɔ.s.t	ʌ.k.ɑ.s.t.ʌ.d
æ.k.w.i.ɛ.s	æ.k.w.i.ɛ.s.t
æ.m.p.j.ʌ.t.eɪ.t	æ.m.p.j.ʌ.t.eɪ.t.ɪ.d
b.ɔ.k	b.ɔ.k.t
tʃ.aɪ.d	tʃ.aɪ.d.ɪ.d
k.ɹ.æ.ŋ.k	k.ɹ.æ.ŋ.k.t
d.ɛ.n.t	d.ɛ.n.t.ɪ.d
ɛ.k.s.t.ɹ.ʌ.k.eɪ.t	ɛ.k.s.t.ɹ.ʌ.k.eɪ.t.ɪ.d
h.æ.l.oʊ	h.æ.l.oʊ.d
aɪ.d.ʌ.l	aɪ.d.ʌ.l.d
ɪ.m.oʊ.b.ʌ.l.aɪ.z	ɪ.m.oʊ.b.ʌ.l.aɪ.z.d
l.æ.tʃ	l.æ.tʃ.t
m.æ.ŋ.g.ʌ.l	m.æ.ŋ.g.ʌ.l.d
m.ɪ.s.ɪ.n.t.ɚ.p.ɹ.ʌ.t	m.ɪ.s.ɪ.n.t.ɚ.p.ɹ.ʌ.t.ɪ.d
oʊ.v.ɚ.h.ɔ.l	oʊ.v.ɚ.h.ɔ.l.d
p.ɚ.f.j.u.m	p.ɚ.f.j.u.m.d
p.ɚ.p.l.ɛ.k.s	p.ɚ.p.l.ɛ.k.s.t
p.ɹ.i.n	p.ɹ.i.n.d
ɹ.ɪ.s.ɪ.p.ɹ.ʌ.k.eɪ.t	ɹ.ɪ.s.ɪ.p.ɹ.ʌ.k.eɪ.t.ɪ.d
ɹ.i.h.ʌ.b.ɪ.l.ʌ.t.eɪ.t	ɹ.i.h.ʌ.b.ɪ.l.ʌ.t.eɪ.t.ɪ.d
ɹ.u.s.t	ɹ.u.s.t.ɪ.d
ɹ.oʊ.p	ɹ.oʊ.p.t
ʃ.aɪ	ʃ.aɪ.d
s.l.ɚ	s.l.ɚ.d
s.m.ʌ.dʒ	s.m.ʌ.dʒ.d
θ.i.ɚ.aɪ.z	θ.i.ɚ.aɪ.z.d
ʌ.p.l.ɪ.f.t	ʌ.p.l.ɪ.f.t.ɪ.d
z.u.m	z.u.m.d
ʌ.b.ɛ.t	ʌ.b.ɛ.t.ɪ.d
ʌ.dʒ.ɚ.n	ʌ.dʒ.ɚ.n.d
ʌ.p.ɹ.eɪ.z	ʌ.p.ɹ.eɪ.z.d
b.l.æ.ŋ.k.ʌ.t	b.l.æ.ŋ.k.ʌ.t.ɪ.d
b.l.aɪ.t	b.l.aɪ.t.ɪ.d
d.ɛ.k	d.ɛ.k.t
d.ɪ.v.æ.l.j.u	d.ɪ.v.æ.l.j.u.d
d.i.v.i.eɪ.t	d.i.v.i.eɪ.t.ɪ.d
d.ɪ.s.ɪ.n.g.eɪ.dʒ	d.ɪ.s.ɪ.n.g.eɪ.dʒ.d
d.ɑ.n	d.ɑ.n.d
ɛ.s.tʃ.u	ɛ.ʃ.u.d
h.ɛ.m	h.ɛ.m.d
aʊ.t.d.u	aʊ.t.d.ɪ.d
p.æ.s.ʌ.f.aɪ	p.æ.s.ʌ.f.aɪ.d
p.ɛ.ɹ	p.ɛ.ɹ.d
p.eɪ.s.t	p.eɪ.s.t.ɪ.d
ɹ.æ.m.b.ʌ.l	ɹ.æ.m.b.ʌ.l.d
ɹ.i.d.ɚ.ɛ.k.t	ɹ.i.d.ɚ.ɛ.k.t.ɪ.d
ɹ.i.f.ɚ.b.ɪ.ʃ	ɹ.i.f.ɚ.b.ɪ.ʃ.t
ɹ.ɛ.p.ɹ.ʌ.m.æ.n.d	ɹ.ɛ.p.ɹ.ʌ.m.æ.n.d.ɪ.d
ɹ.i.t.ɹ.eɪ.s	ɹ.i.t.ɹ.eɪ.s.t
s.ɪ.ɹ	s.ɪ.ɹ.d
θ.ɹ.ɑ.t.ʌ.l	θ.ɹ.ɑ.t.ʌ.l.d
t.ɹ.ɛ.k	t.ɹ.ɛ.k.t
w.ɛ.s.t.ɚ.n.aɪ.z	w.ɛ.s.t.ɚ.n.aɪ.z.d
ʌ.t.ɛ.s.t	ʌ.t.ɛ.s.t.ɪ.d
k.ʌ.p.ɪ.tʃ.u.l.eɪ.t	k.ʌ.p.ɪ.tʃ.ʌ.l.eɪ.t.ɪ.d
s.ɚ.t.ʌ.f.aɪ	s.ɚ.t.ʌ.f.aɪ.d
k.oʊ.ʌ.l.ɛ.s	k.oʊ.ʌ.l.ɛ.s.t
d.ɪ.m.i.n	d.ɪ.m.i.n.d
d.ɪ.s.ɪ.l.u.ʒ.ʌ.n	d.ɪ.s.ɪ.l.u.ʒ.ʌ.n.d
ɛ.n.t.w.aɪ.n	ɛ.n.t.w.aɪ.n.d
ɛ.k.s.t.ɹ.ʌ.d.aɪ.t	ɛ.k.s.t.ɹ.ʌ.d.aɪ.t.ɪ.d
f.æ.s.t	f.æ.s.t.ɪ.d
ɪ.n.k.ʌ.p.æ.s.ɪ.t.eɪ.t	ɪ.n.k.ʌ.p.æ.s.ɪ.t.eɪ.t.ɪ.d
ɪ.n.s.ɪ.n.j.u.eɪ.t	ɪ.n.s.ɪ.n.j.u.eɪ.t.ɪ.d
ɪ.n.t.ʌ.m.ʌ.t	ɪ.n.t.ɪ.m.eɪ.t.ɪ.d
ɪ.n.v.ɪ.g.ɚ.ɪ.t	ɪ.n.v.ɪ.g.ɚ.eɪ.t.ɪ.d
m.j.u.t	m.j.u.t.ɪ.d
n.u.t.ɚ	n.u.t.ɚ.d
p.æ.s.tʃ.ɚ.aɪ.z	p.æ.s.tʃ.ɚ.aɪ.z.d
ɹ.i.d.ʌ.b.ʌ.l	ɹ.i.d.ʌ.b.ʌ.l.d
ɹ.i.g.ɹ.u.p	ɹ.i.g.ɹ.u.p.t
ɹ.i.θ.ɪ.ŋ.k	ɹ.i.θ.ɔ.t
s.p.l.æ.t.ɚ	s.p.l.æ.t.ɚ.d
s.p.aʊ.t	s.p.aʊ.t.ʌ.d
t.u.t.ɚ	t.u.t.ɚ.d
v.ɛ.k.s	v.ɛ.k.s.t
v.ɪ.k.t.ʌ.m.aɪ.z	v.ɪ.k.t.ʌ.m.aɪ.z.d
æ.n.ɛ.k.s	æ.n.ɛ.k.s.t
b.ɑ.ɹ.dʒ	b.ɑ.ɹ.dʒ.d
b.ɪ.k.w.i.θ	b.ʌ.k.w.i.θ.t
b.ɹ.eɪ.v	b.ɹ.eɪ.v.d
b.ʌ.dʒ.ɪ.t	b.ʌ.dʒ.ɪ.t.ʌ.d
tʃ.æ.m.p.i.ʌ.n	tʃ.æ.m.p.i.ʌ.n.d
tʃ.ɑ.ɹ.t	tʃ.ɑ.ɹ.t.ʌ.d
k.l.ɑ.b.ɚ	k.l.ɑ.b.ɚ.d
k.j.u.b	k.j.u.b.d
d.ɪ.k.ɹ.aɪ	d.ɪ.k.ɹ.aɪ.d
ɛ.n.k.æ.p.s.ʌ.l.eɪ.t	ɛ.n.k.æ.p.s.ʌ.l.eɪ.t.ɪ.d
f.aʊ.n.d.ɚ	f.aʊ.n.d.ɚ.d
l.ɪ.n.tʃ	l.ɪ.n.tʃ.t
m.ɪ.s.ɹ.ɛ.p.ɹ.ʌ.z.ɛ.n.t	m.ɪ.s.ɹ.ɛ.p.ɹ.ɪ.z.ɛ.n.t.ɪ.d
m.ɔ.dʒ.j.u.l.eɪ.t	m.ɔ.dʒ.j.u.l.eɪ.t.ɪ.d
n.i.d.ʌ.l	n.i.d.ʌ.l.d
p.l.ɑ.p	p.l.ɑ.p.t
p.ɹ.ɛ.dʒ.ʌ.d.ɪ.s	p.ɹ.ɛ.dʒ.ʌ.d.ʌ.s.t
ɹ.æ.d.ɪ.k.ʌ.l.aɪ.z	ɹ.æ.d.ɪ.k.ʌ.l.aɪ.z.d
s.æ.p	s.æ.p.t
s.ɪ.l.ʌ.w.ɛ.t	s.ɪ.l.ʌ.w.ɛ.t.ɪ.d
s.ʌ.b.d.ʌ.v.aɪ.d	s.ʌ.b.d.ɪ.v.aɪ.d.ɪ.d
t.ɹ.ɪ.p.ʌ.l	t.ɹ.ɪ.p.ʌ.l.d
ʌ.n.d.ɚ.p.ɪ.n	ʌ.n.d.ɚ.p.ɪ.n.d
æ.g.ʌ.n.aɪ.z	æ.g.ʌ.n.aɪ.z.d
b.ɹ.æ.g	b.ɹ.æ.g.d
b.ʌ.t.ɹ.ʌ.s	b.ʌ.t.ɹ.ʌ.s.t
k.oʊ.ɚ.s	k.oʊ.ɚ.s.t
k.ʌ.n.dʒ.i.l	k.ʌ.n.dʒ.i.l.d
k.ɚ.oʊ.d	k.ɚ.oʊ.d.ɪ.d
k.aʊ.n.t.ʌ.n.ʌ.n.s	k.aʊ.n.t.ʌ.n.ʌ.n.s.t
d.i.f.ɔ.ɹ.m	d.ɪ.f.ɔ.ɹ.m.d
d.ɪ.ʃ	d.ɪ.ʃ.t
d.ɪ.s.ɔ.ɹ.d.ɚ	d.ɪ.s.ɔ.ɹ.d.ɚ.d
d.ɪ.s.oʊ.n	d.ɪ.s.oʊ.n.d
d.ɑ.k	d.ɑ.k.t
ɪ.m.p.eɪ.l	ɪ.m.p.eɪ.l.d
ɪ.n.ɔ.g.j.ʌ.ɹ.eɪ.t	ɪ.n.ɔ.g.j.ɚ.eɪ.t.ɪ.d
ɪ.n.f.j.u.z	ɪ.n.f.j.u.z.d
m.æ.s.ʌ.k.ɚ	m.æ.s.ʌ.k.ɚ.d
m.ɪ.s.dʒ.ʌ.dʒ	m.ɪ.s.dʒ.ʌ.dʒ.d
m.oʊ.t.ɚ.aɪ.z	m.oʊ.t.ɚ.aɪ.z.d
n.æ.tʃ.ɚ.ʌ.l.aɪ.z	n.æ.tʃ.ɚ.ʌ.l.aɪ.z.d
ɹ.ɪ.m.æ.n.d	ɹ.ɪ.m.æ.n.d.ɪ.d
ɹ.ɛ.m.ʌ.n.ɪ.s	ɹ.ɛ.m.ʌ.n.ɪ.s.t
ɹ.ɛ.n.ʌ.v.eɪ.t	ɹ.ɛ.n.ʌ.v.eɪ.t.ɪ.d
ɹ.i.p.eɪ.n.t	ɹ.i.p.eɪ.n.t.ʌ.d
s.m.ɑ.ɹ.t	s.m.ɑ.ɹ.t.ʌ.d
s.p.ɚ.t	s.p.ɚ.t.ɪ.d
t.u.l	t.u.l.d
ʌ.n.d.ɚ.ɹ.eɪ.t	ʌ.n.d.ɚ.ɹ.eɪ.t.ɪ.d
ʌ.n.w.aɪ.n.d	ʌ.n.w.aʊ.n.d
v.æ.ŋ.k.w.ɪ.ʃ	v.æ.ŋ.k.w.ɪ.ʃ.t
w.æ.k	w.æ.k.t
b.ɪ.ɹ.eɪ.t	b.ɪ.ɹ.eɪ.t.ɪ.d
k.æ.s.k.eɪ.d	k.æ.s.k.eɪ.d.ɪ.d
s.ɚ.k.ʌ.m.s.aɪ.z	s.ɚ.k.ʌ.m.s.aɪ.z.d
k.aʊ	k.aʊ.d
d.æ.l.i	d.æ.l.i.d
d.ɪ.h.j.u.m.ʌ.n.aɪ.z	d.ɪ.h.j.u.m.ʌ.n.aɪ.z.d
d.ɪ.m.ɚ	d.ɪ.m.ɚ.d
f.ɔ.ɹ.w.ɚ.d	f.ɔ.ɹ.w.ɚ.d.ɪ.d
h.ɚ.æ.ŋ	h.ɚ.æ.ŋ.d
h.i.l	h.i.l.d
n.ʌ.l.ʌ.f.aɪ	n.ʌ.l.ʌ.f.aɪ.d
p.ɛ.p.ɚ	p.ɛ.p.ɚ.d
p.ɹ.i.d.ɪ.t.ɚ.m.ʌ.n	p.ɹ.i.d.i.t.ɚ.m.ɪ.n.d
p.ɹ.ʌ.p.aʊ.n.d	p.ɹ.ʌ.p.aʊ.n.d.ʌ.d
ɹ.i.k.ɑ.n.s.t.ʌ.t.u.t	ɹ.i.k.ɑ.n.s.t.ʌ.t.u.t.ɪ.d
ɹ.i.s.t.eɪ.t	ɹ.i.s.t.eɪ.t.ɪ.d
s.k.ʌ.f.ʌ.l	s.k.ʌ.f.ʌ.l.d
s.n.ʌ.b	s.n.ʌ.b.d
s.t.æ.g.n.eɪ.t	s.t.æ.g.n.eɪ.t.ɪ.d
v.ɪ.n.d.ʌ.k.eɪ.t	v.ɪ.n.d.ʌ.k.eɪ.t.ɪ.d
b.ɹ.i.tʃ	b.ɹ.i.tʃ.t
k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ	k.ɛ.ɹ.ɪ.k.ʌ.tʃ.ɚ.d
d.ɛ.l.v	d.ɛ.l.v.d
ɪ.m.b.ɛ.l.ɪ.ʃ	ɛ.m.b.ɛ.l.ɪ.ʃ.t
ɛ.m.b.ɹ.ɔɪ.l	ɛ.m.b.ɹ.ɔɪ.l.d
ɪ.p.ɪ.t.ʌ.m.aɪ.z	ɪ.p.ɪ.t.ʌ.m.aɪ.z.d
ɛ.s.t.i.m	ɛ.s.t.i.m.d
f.ɛ.s.t.u.n	f.ɛ.s.t.u.n.d
f.ɚ.oʊ	f.ɚ.oʊ.d
g.l.oʊ.t	g.l.oʊ.t.ɪ.d
g.ʌ.m	g.ʌ.m.d
ɪ.n.d.ɪ.v.ɪ.dʒ.u.ʌ.l.aɪ.z	ɪ.n.d.ɪ.v.ɪ.dʒ.u.ʌ.l.aɪ.z.d
ɪ.n.t.ɚ.s.ɛ.k.t	ɪ.n.t.ɚ.s.ɛ.k.t.ɪ.d
dʒ.ɛ.t.ɪ.s.ʌ.n	dʒ.ɛ.t.ɪ.s.ʌ.n.d
l.ɔ.g	l.ɔ.g.d
l.ɑ.p	l.ɑ.p.t
m.i.æ.n.d.ɚ	m.i.æ.n.d.ɚ.d
m.ɛ.l.oʊ	m.ɛ.l.oʊ.d
m.ɪ.s.j.u.z	m.ɪ.s.j.u.z.d
m.ʌ.l.ɛ.s.t	m.ʌ.l.ɛ.s.t.ɪ.d
ʌ.k.eɪ.ʒ.ʌ.n	ɔ.k.eɪ.ʒ.ʌ.n.d
p.i.p.ʌ.l	p.i.p.ʌ.l.d
p.ɹ.aɪ.m	p.ɹ.aɪ.m.d
p.ʌ.ŋ.k.tʃ.ɚ	p.ʌ.ŋ.k.tʃ.ɚ.d
k.w.ɑ.d.ɹ.u.p.ʌ.l	k.w.ɑ.d.ɹ.u.p.ʌ.l.d
ɹ.i.ɪ.n.s.t.eɪ.t	ɹ.i.ɪ.n.s.t.eɪ.t.ɪ.d
ɹ.ɪ.t.ɑ.ɹ.d	ɹ.ɪ.t.ɑ.ɹ.d.ɪ.d
ʃ.aɪ.n	ʃ.aɪ.n.d
s.aɪ.d	s.aɪ.d.ʌ.d
t.ɹ.æ.n.s.f.ɪ.k.s	t.ɹ.æ.n.s.f.ɪ.k.s.t
v.eɪ.l	v.eɪ.l.d
w.ɪ.ŋ	w.ɪ.ŋ.d
ɹ.æ.ŋ.g.ʌ.l	ɹ.æ.ŋ.g.ʌ.l.d
ʌ.k.s.ɛ.n.t	æ.k.s.ɛ.n.t.ɪ.d
b.æ.k.f.aɪ.ɹ	b.æ.k.f.aɪ.ɚ.d
b.i.d	b.i.d.ɪ.d
b.ɛ.l.t	b.ɛ.l.t.ʌ.d
b.l.ɪ.s.t.ɚ	b.l.ɪ.s.t.ɚ.d
b.l.ɪ.t.s	b.l.ɪ.t.s.t
k.eɪ.n	k.eɪ.n.d
k.oʊ.ʌ.g.z.ɪ.s.t	k.oʊ.ʌ.g.z.ɪ.s.t.ʌ.d
ɛ.n.dʒ.ɔɪ.n	ɛ.n.dʒ.ɔɪ.n.d
f.ɔɪ.l	f.ɔɪ.l.d
ɪ.n.ʌ.v.eɪ.t	ɪ.n.ʌ.v.eɪ.t.ɪ.d
ɪ.n.ʌ.n.d.eɪ.t	ɪ.n.ʌ.n.d.eɪ.t.ɪ.d
l.eɪ.d.ʌ.l	l.eɪ.d.ʌ.l.d
l.eɪ.ɚ	l.eɪ.ɚ.d
l.ʌ.dʒ.ɪ.t.ʌ.m.aɪ.z	l.ɪ.dʒ.ɪ.t.ʌ.m.aɪ.z.d
l.u.b.ɹ.ɪ.k.eɪ.t	l.u.b.ɹ.ʌ.k.eɪ.t.ɪ.d
n.oʊ.z	n.oʊ.z.d
oʊ.v.ɚ.p.aʊ.ɚ	oʊ.v.ɚ.p.aʊ.ɚ.d
p.eɪ.n	p.eɪ.n.d
p.æ.n.d.ɚ	p.æ.n.d.ɚ.d
p.ɔ	p.ɔ.d
p.ɔ.n	p.ɔ.n.d
k.w.ɑ.n.t.ɪ.f.aɪ	k.w.ɑ.n.t.ɪ.f.aɪ.d
ɹ.ɛ.v	ɹ.ɛ.v.d
ɹ.ɪ.v.oʊ.k	ɹ.ɪ.v.oʊ.k.t
ɹ.ʌ.f	ɹ.ʌ.f.t
s.k.ɔ.l.d	s.k.ɔ.l.d.ɪ.d
s.aɪ.f.ʌ.n	s.aɪ.f.ʌ.n.d
s.k.w.ɑ.b.ʌ.l	s.k.w.ɑ.b.ʌ.l.d
s.ʌ.b.s.t.æ.n.tʃ.i.eɪ.t	s.ʌ.b.s.t.æ.n.ʃ.i.eɪ.t.ɪ.d
t.oʊ.t	t.oʊ.t.ɪ.d
b.u	b.u.d
b.ʌ.f.ʌ.t	b.ʌ.f.eɪ.d
s.ɛ.n.ʃ.ɚ	s.ɛ.n.ʃ.ɚ.d
k.l.ʌ.b	k.l.ʌ.b.d
f.ʌ.t.i.g	f.ʌ.t.i.g.d
f.l.eɪ.m	f.l.eɪ.m.d
f.l.eɪ	f.l.eɪ.d
f.ɔ.ɹ.w.ɔ.ɹ.n	f.ɔ.ɹ.w.ɔ.ɹ.n.d
f.ɹ.ɪ.s.k	f.ɹ.ɪ.s.k.t
h.ɛ.k.ʌ.l	h.ɛ.k.ʌ.l.d
aɪ.t.ʌ.m.aɪ.z	aɪ.t.ʌ.m.aɪ.z.d
m.ʌ.l.aɪ.n	m.ʌ.l.aɪ.n.d
m.ɚ.u.n	m.ɚ.u.n.d
m.ɑ.ɹ.t.ɚ	m.ɑ.ɹ.t.ɚ.d
m.ɛ.n.ʌ.s	m.ɛ.n.ʌ.s.t
m.ʌ.ʃ.ɹ.u.m	m.ʌ.ʃ.ɹ.ʊ.m.d
n.ɪ.k.n.eɪ.m	n.ɪ.k.n.eɪ.m.d
oʊ.v.ɚ.ɹ.u.l	oʊ.v.ɚ.ɹ.u.l.d
p.i.s	p.i.s.t
ɹ.ɪ.l.ɛ.n.t	ɹ.ɪ.l.ɛ.n.t.ɪ.d
s.t.ɪ.g.m.ʌ.t.aɪ.z	s.t.ɪ.g.m.ʌ.t.aɪ.z.d
s.ʌ.f.j.u.z	s.ʌ.f.j.u.z.d
s.w.u.n	s.w.u.n.d
t.i	t.i.d
t.ɹ.æ.n.s.k.ɹ.aɪ.b	t.ɹ.æ.n.s.k.ɹ.aɪ.b.d
t.ɹ.ʌ.m.p.ʌ.t	t.ɹ.ʌ.m.p.ʌ.t.ɪ.d
ʌ.n.d.ɚ.p.eɪ	ʌ.n.d.ɚ.p.eɪ.d
v.ɑ.ɹ.n.ɪ.ʃ	v.ɑ.ɹ.n.ɪ.ʃ.t
v.ɛ.n.t.ɪ.l.eɪ.t	v.ɛ.n.t.ɪ.l.eɪ.t.ɪ.d
w.eɪ.v	w.eɪ.v.d
æ.dʒ.ʌ.t.eɪ.t	æ.dʒ.ʌ.t.eɪ.t.ʌ.d
ɛ.ɹ	ɛ.ɹ.d
b.æ.dʒ.ɚ	b.æ.dʒ.ɚ.d
b.ɑ.ɹ.t.ɚ	b.ɑ.ɹ.t.ɚ.d
b.ɪ.l.i.g.ɚ	b.ɪ.l.i.g.ɚ.d
b.ʊ.l.d.oʊ.z	b.ʊ.l.d.oʊ.z.d
tʃ.eɪ.s.ʌ.n	tʃ.eɪ.s.ʌ.n.d
s.ɚ.k.ʌ.m.s.k.ɹ.aɪ.b	s.ɚ.k.ʌ.m.s.k.ɹ.aɪ.b.d
k.oʊ.s.t	k.oʊ.s.t.ɪ.d
k.ʌ.l.ɛ.k.t.ɪ.v.aɪ.z	k.ʌ.l.ɛ.k.t.ɪ.v.aɪ.z.d
k.ɑ.n.s.k.ɹ.ɪ.p.t	k.ʌ.n.s.k.ɹ.ɪ.p.t.ɪ.d
d.ɪ.l.ɪ.n.i.eɪ.t	d.ɪ.l.ɪ.n.i.eɪ.t.ɪ.d
d.ɪ.ɹ.aɪ.d	d.ɪ.ɹ.aɪ.d.ɪ.d
d.ɹ.ɔ.l	d.ɹ.ɔ.l.d
ɪ.m.eɪ.ʃ.i.eɪ.t	ɪ.m.eɪ.ʃ.i.eɪ.t.ɪ.d
ɪ.m.b.ɔ.s	ɪ.m.b.ɔ.s.t
ɪ.n.s.k.ɑ.n.s	ɪ.n.s.k.ɑ.n.s.t
f.ɹ.i.k	f.ɹ.i.k.t
ɪ.n.t.ɚ.n.ʌ.l.aɪ.z	ɪ.n.t.ɚ.n.ʌ.l.aɪ.z.d
l.ɑ.b	l.ɑ.b.d
m.ɪ.s.t.ɹ.ʌ.s.t	m.ɪ.s.t.ɹ.ʌ.s.t.ɪ.d
n.æ.v.ʌ.g.eɪ.t	n.æ.v.ʌ.g.eɪ.t.ɪ.d
oʊ.v.ɚ.s.t.eɪ.t	oʊ.v.ɚ.s.t.eɪ.t.ɪ.d
p.eɪ.p.ɚ	p.eɪ.p.ɚ.d
p.ɛ.d.ʌ.l	p.ɛ.d.ʌ.l.d
k.w.eɪ.v.ɚ	k.w.eɪ.v.ɚ.d
ɹ.i.p.ɹ.ɪ.n.t	ɹ.i.p.ɹ.ɪ.n.t.ɪ.d
ɹ.u.f	ɹ.u.f.t
s.k.ɹ.aʊ.n.dʒ	s.k.ɹ.aʊ.n.dʒ.d
s.i.d	s.i.d.ʌ.d
ʃ.ɛ.p.ɚ.d	ʃ.ɛ.p.ɚ.d.ɪ.d
s.n.aɪ.p	s.n.aɪ.p.t
ʌ.n.d.ɚ.ɹ.aɪ.t	ʌ.n.d.ɚ.ɹ.oʊ.t
d.ɪ.s.k.l.eɪ.m	d.ɪ.s.k.l.eɪ.m.d
d.ɪ.tʃ	d.ɪ.tʃ.t
d.ɑ.k.t.ɚ	d.ɑ.k.t.ɚ.d
d.ɹ.ɛ.dʒ	d.ɹ.ɛ.dʒ.d
ɪ.n.u.m.ɚ.eɪ.t	ɪ.n.u.m.ɚ.eɪ.t.ɪ.d
f.æ.b.ɹ.ʌ.k.eɪ.t	f.æ.b.ɹ.ɪ.k.eɪ.t.ʌ.d
f.l.aʊ.t	f.l.aʊ.t.ɪ.d
f.ɚ.ð.ɚ	f.ɚ.ð.ɚ.d
dʒ.ɚ.m.ʌ.n.eɪ.t	dʒ.ɚ.m.ʌ.n.eɪ.t.ɪ.d
g.l.ɔ.s	g.l.ɔ.s.t
h.ʌ.m.b.ʌ.l	h.ʌ.m.b.ʌ.l.d
ɪ.n.v.æ.l.ɪ.d.eɪ.t	ɪ.n.v.æ.l.ʌ.d.eɪ.t.ʌ.d
m.æ.n.ɪ.k.j.ɚ	m.æ.n.ɪ.k.j.ɚ.d
m.ɛ.ʃ	m.ɛ.ʃ.t
m.ʌ.l	m.ʌ.l.d
oʊ.v.ɚ.l.eɪ	oʊ.v.ɚ.l.eɪ.d
p.aɪ.n	p.aɪ.n.d
p.ɪ.v.ʌ.t	p.ɪ.v.ʌ.t.ʌ.d
ɹ.i.b.aʊ.n.d	ɹ.i.b.aʊ.n.d.ɪ.d
ɹ.i.l.æ.p.s	ɹ.i.l.æ.p.s.t
ɹ.aɪ.f.ʌ.l	ɹ.aɪ.f.ʌ.l.d
ɹ.ɪ.v.ʌ.t	ɹ.ɪ.v.ʌ.t.ɪ.d
s.p.eɪ	s.p.eɪ.d
s.t.ɪ.l	s.t.ɪ.l.d
s.ɪ.ŋ.k.ɹ.ʌ.n.aɪ.z	s.ɪ.ŋ.k.ɹ.ʌ.n.aɪ.z.d
t.ʌ.f.ʌ.n	t.ʌ.f.ʌ.n.d
t.ɹ.æ.n.s.p.oʊ.z	t.ɹ.æ.n.s.p.oʊ.z.d
ʌ.n.m.æ.s.k	ʌ.n.m.æ.s.k.t
w.ɪ.ɹ.i	w.ɪ.ɹ.i.d
ɹ.i.k	ɹ.i.k.t
æ.b.s.t.ɹ.æ.k.t	æ.b.s.t.ɹ.æ.k.t.ɪ.d
ʌ.k.ʌ.s.t.ʌ.m	ʌ.k.ʌ.s.t.ʌ.m.d
b.æ.n.d.i	b.æ.n.d.i.d
b.ɪ.g.aɪ.l	b.ɪ.g.aɪ.l.d
b.ɪ.k.ɚ	b.ɪ.k.ɚ.d
b.oʊ.t	b.oʊ.t.ɪ.d
b.ɑ.tʃ	b.ɑ.tʃ.t
k.l.ɑ.k	k.l.ɑ.k.t
k.oʊ.ɑ.p.t	k.oʊ.ɑ.p.t.ʌ.d
k.ɑ.m.ʌ.n.d.ɪ.ɹ	k.ɑ.m.ʌ.n.d.ɪ.ɹ.d
k.ɹ.oʊ.ʃ.eɪ	k.ɹ.oʊ.ʃ.eɪ.d
d.eɪ.n	d.eɪ.n.d
d.ɪ.m.oʊ.t	d.ɪ.m.oʊ.t.ɪ.d
d.ɛ.z.ʌ.k.ɹ.eɪ.t	d.ɛ.z.ʌ.k.ɹ.eɪ.t.ɪ.d
d.ɪ.s.l.oʊ.k.eɪ.t	d.ɪ.s.l.oʊ.k.eɪ.t.ɪ.d
d.ɪ.s.ɔ.ɹ.i.ɛ.n.t	d.ɪ.s.ɔ.ɹ.i.ɛ.n.t.ɪ.d
ɛ.n.θ.ɹ.ɔ.l	ɛ.n.θ.ɹ.ɔ.l.d
ɛ.n.v.ɪ.ʒ.ʌ.n	ɛ.n.v.ɪ.ʒ.ʌ.n.d
ɪ.g.z.ɑ.n.ɚ.eɪ.t	ɪ.g.z.ɑ.n.ɚ.eɪ.t.ɪ.d
f.ɔ.ɹ.ʃ.æ.d.oʊ	f.ɔ.ɹ.ʃ.æ.d.oʊ.d
ɪ.n.t.ɚ.m.ɪ.ŋ.g.ʌ.l	ɪ.n.t.ɚ.m.ɪ.ŋ.g.ʌ.l.d
aʊ.t.f.l.æ.ŋ.k	aʊ.t.f.l.æ.ŋ.k.t
oʊ.v.ɚ.ɹ.eɪ.t	oʊ.v.ɚ.ɹ.eɪ.t.ɪ.d
p.ɹ.i.ɑ.k.j.ʌ.p.aɪ	p.ɹ.i.ɑ.k.j.ʌ.p.aɪ.d
p.ɹ.ɛ.ʃ.ɚ.aɪ.z	p.ɹ.ɛ.ʃ.ɚ.aɪ.z.d
ɹ.ɪ.k.u.p	ɹ.ɪ.k.u.p.t
ɹ.ɪ.m	ɹ.ɪ.m.d
s.k.i.m	s.k.i.m.d
s.k.u.l	s.k.u.l.d
s.k.aɪ	s.k.i.d
s.k.w.ɛ.l.tʃ	s.k.w.ɛ.l.tʃ.t
s.t.æ.ʃ	s.t.æ.ʃ.t
t.oʊ.n	t.oʊ.n.d
t.ɔ.ɹ.p.i.d.oʊ	t.ɔ.ɹ.p.i.d.oʊ.d
ʌ.n.d.ɚ.v.æ.l.j.u	ʌ.n.d.ɚ.v.æ.l.j.u.d
ʌ.n.f.ɚ.l	ʌ.n.f.ɚ.l.d
